time,amp
0.000000000000000,100.000000000000000
0.000100001000010,80.898005744757398
0.000200002000020,30.889746669575995
0.000300003000030,-30.919627674168176
0.000400004000040,-80.916471013788367
0.000500005000050,-99.999995064210736
0.000600006000060,-80.879532489816270
0.000700007000070,-30.859862615678214
0.000800008000080,30.949505626505086
0.000900009000090,80.934928295086337
0.001000010000100,99.999980256843415
0.001100011000110,80.861051250788492
0.001200012000120,30.829975515424916
0.001300013000130,-30.979380523637122
0.001400014000140,-80.953377586829319
0.001500015000150,-99.999955577899499
0.001600016000160,-80.842562029498595
0.001700017000170,-30.800085371766293
0.001800018000180,31.009252362615356
0.001900019000190,80.971818887196065
0.002000020000200,99.999921027381447
0.002100021000210,80.824064827771693
0.002200022000220,30.770192187652885
0.002300023000230,-31.039121140491066
0.002400024000240,-80.990252194365993
0.002500025000250,-99.999876605292641
0.002600026000260,-80.805559647433853
0.002700027000270,-30.740295966036292
0.002800028000280,31.068986854315217
0.002900029000290,81.008677506519689
0.003000030000300,99.999822311637502
0.003100031000310,80.787046490311639
0.003200032000320,30.710396709866565
0.003300033000330,-31.098849501139757
0.003400034000340,-81.027094821838162
0.003500035000350,-99.999758146421343
0.003600036000360,-80.768525358232665
0.003700037000370,-30.680494422096587
0.003800038000380,31.128709078017625
0.003900039000390,81.045504138503318
0.004000040000400,99.999684109650531
0.004100041000410,80.749996253025287
0.004200042000420,30.650589105676829
0.004300043000430,-31.158565582000186
0.004400044000440,-81.063905454698101
0.004500045000450,-99.999600201332356
0.004600046000460,-80.731459176518399
0.004700047000470,-30.620680763560770
0.004800048000480,31.188419010140141
0.004900049000490,81.082298768605384
0.005000050000500,99.999506421475132
0.005100051000510,80.712914130542330
0.005200052000520,30.590769398699823
0.005300053000530,-31.218269359491490
0.005400054000540,-81.100684078409856
0.005500055000550,-99.999402770088068
0.005600056000560,-80.694361116927766
0.005700057000570,-30.560855014046716
0.005800058000580,31.248116627106189
0.005900059000590,81.119061382297019
0.006000060000600,99.999289247181451
0.006100061000610,80.675800137505533
0.006200062000620,30.530937612555476
0.006300063000630,-31.277960810039190
0.006400064000640,-81.137430678452333
0.006500065000650,-99.999165852766438
0.006600066000660,-80.657231194109187
0.006700067000670,-30.501017197178754
0.006800068000680,31.307801905343048
0.006900069000690,81.155791965062036
0.007000070000700,99.999032586855236
0.007100071000710,80.638654288570066
0.007200072000720,30.471093770869491
0.007300073000730,-31.337639910073328
0.007400074000740,-81.174145240314004
0.007500075000750,-99.998889449461004
0.007600076000760,-80.620069422722864
0.007700077000770,-30.441167336582271
0.007800078000780,31.367474821283199
0.007900079000790,81.192490502396879
0.008000080000800,99.998736440597852
0.008100081000810,80.601476598402613
0.008200082000820,30.411237897271988
0.008300083000830,-31.397306636028826
0.008400084000840,-81.210827749499302
0.008500085000850,-99.998573560280917
0.008600086000860,-80.582875817443863
0.008700087000870,-30.381305455891795
0.008800088000880,31.427135351364676
0.008900089000890,81.229156979810242
0.009000090000900,99.998400808526242
0.009100091000910,80.564267081683255
0.009200092000920,30.351370015397173
0.009300093000930,-31.456960964344834
0.009400094000940,-81.247478191521978
0.009500095000950,-99.998218185350893
0.009600096000960,-80.545650392958578
